id,boe,puesto_antes,puesto_despues,plazas_antes,plazas_despues,tipo,duplicacion,clave_correspondencia
101030,BOE-A-2025-22543,50371316,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=63:codigo/plazas=50371316/1
101031,BOE-A-2025-22543,50371317,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=64:codigo/plazas=50371317/1
101032,BOE-A-2025-22543,50371318,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=65:codigo/plazas=50371318/1
101033,BOE-A-2025-22543,50371347,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=66:codigo/plazas=50371347/1
101034,BOE-A-2025-22543,50371348,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=67:codigo/plazas=50371348/1
101035,BOE-A-2025-22543,50371349,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=68:codigo/plazas=50371349/1
101036,BOE-A-2025-22543,50371383,OFICINA GENERAL DEL REGISTRO CIVIL DE UBRIQUE.,1,1,,,BOE-A-2025-22543:tabla=1:fila=69:codigo/plazas=50371383/1
101037,BOE-A-2025-22543,50371399,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=70:codigo/plazas=50371399/1
101038,BOE-A-2025-22543,50371417,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=71:codigo/plazas=50371417/1
101039,BOE-A-2025-22543,50371425,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=72:codigo/plazas=50371425/1
101040,BOE-A-2025-22543,50371426,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=73:codigo/plazas=50371426/1
101041,BOE-A-2025-22543,50371439,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=74:codigo/plazas=50371439/1
101042,BOE-A-2025-22543,50371442,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=75:codigo/plazas=50371442/1
101043,BOE-A-2025-22543,50371454,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=76:codigo/plazas=50371454/1
101044,BOE-A-2025-22543,50370703,OFICINA DE JUSTICIA DE PALMA DEL RIO.,1,1,,,BOE-A-2025-22543:tabla=1:fila=77:codigo/plazas=50370703/1
101045,BOE-A-2025-22543,50371483,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=78:codigo/plazas=50371483/1
101046,BOE-A-2025-22543,50371484,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=79:codigo/plazas=50371484/1
101047,BOE-A-2025-22543,50371490,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=80:codigo/plazas=50371490/1
101048,BOE-A-2025-22543,50371491,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=81:codigo/plazas=50371491/1
101049,BOE-A-2025-22543,50371492,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=82:codigo/plazas=50371492/1
101050,BOE-A-2025-22543,50371506,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=83:codigo/plazas=50371506/1
101051,BOE-A-2025-22543,50371519,OFICINA GENERAL DEL REGISTRO CIVIL DE PRIEGO DE CORDOBA.,1,1,,,BOE-A-2025-22543:tabla=1:fila=84:codigo/plazas=50371519/1
101052,BOE-A-2025-22543,50371527,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=85:codigo/plazas=50371527/1
101053,BOE-A-2025-22543,50371542,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=86:codigo/plazas=50371542/1
101054,BOE-A-2025-22543,50371543,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=87:codigo/plazas=50371543/1
101055,BOE-A-2025-22543,50371563,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=88:codigo/plazas=50371563/1
101056,BOE-A-2025-22543,50371564,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=89:codigo/plazas=50371564/1
101057,BOE-A-2025-22543,50371565,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=90:codigo/plazas=50371565/1
101058,BOE-A-2025-22543,50371567,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=91:codigo/plazas=50371567/1
101059,BOE-A-2025-22543,50371568,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=92:codigo/plazas=50371568/1
101060,BOE-A-2025-22543,50371574,OFICINA GENERAL DEL REGISTRO CIVIL DE BAZA.,1,1,,,BOE-A-2025-22543:tabla=1:fila=93:codigo/plazas=50371574/1
101061,BOE-A-2025-22543,50371580,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=94:codigo/plazas=50371580/1
101062,BOE-A-2025-22543,50371584,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=95:codigo/plazas=50371584/1
101063,BOE-A-2025-22543,50371593,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=96:codigo/plazas=50371593/1
101064,BOE-A-2025-22543,50371603,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=97:codigo/plazas=50371603/1
101065,BOE-A-2025-22543,50371604,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=98:codigo/plazas=50371604/1
101066,BOE-A-2025-22543,50371605,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=99:codigo/plazas=50371605/1
101067,BOE-A-2025-22543,50371609,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=100:codigo/plazas=50371609/1
101068,BOE-A-2025-22543,50371610,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=101:codigo/plazas=50371610/1
101069,BOE-A-2025-22543,50371617,OFICINA GENERAL DEL REGISTRO CIVIL DE LOJA.,1,1,,,BOE-A-2025-22543:tabla=1:fila=102:codigo/plazas=50371617/1
101070,BOE-A-2025-22543,50371643,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=103:codigo/plazas=50371643/1
101071,BOE-A-2025-22543,50371644,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=104:codigo/plazas=50371644/1
101072,BOE-A-2025-22543,50371645,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=105:codigo/plazas=50371645/1
101073,BOE-A-2025-22543,50371646,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=106:codigo/plazas=50371646/1
101074,BOE-A-2025-22543,50371647,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=107:codigo/plazas=50371647/1
101075,BOE-A-2025-22543,50371648,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=108:codigo/plazas=50371648/1
101076,BOE-A-2025-22543,50371649,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=109:codigo/plazas=50371649/1
101077,BOE-A-2025-22543,50371660,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=110:codigo/plazas=50371660/1
101078,BOE-A-2025-22543,50371671,OFICINA GENERAL DEL REGISTRO CIVIL DE SANTA FE.,1,1,,,BOE-A-2025-22543:tabla=1:fila=111:codigo/plazas=50371671/1
101079,BOE-A-2025-22543,50371672,OFICINA GENERAL DEL REGISTRO CIVIL DE SANTA FE.,1,1,,,BOE-A-2025-22543:tabla=1:fila=112:codigo/plazas=50371672/1
101080,BOE-A-2025-22543,50371624,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=113:codigo/plazas=50371624/1
101081,BOE-A-2025-22543,50371678,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=114:codigo/plazas=50371678/1
101082,BOE-A-2025-22543,50371700,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=115:codigo/plazas=50371700/1
101083,BOE-A-2025-22543,50371701,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=116:codigo/plazas=50371701/1
101084,BOE-A-2025-22543,50371702,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=117:codigo/plazas=50371702/1
101085,BOE-A-2025-22543,50371703,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=118:codigo/plazas=50371703/1
101086,BOE-A-2025-22543,50371704,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=119:codigo/plazas=50371704/1
101087,BOE-A-2025-22543,50371705,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=120:codigo/plazas=50371705/1
101088,BOE-A-2025-22543,50371706,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=121:codigo/plazas=50371706/1
101089,BOE-A-2025-22543,50371707,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=122:codigo/plazas=50371707/1
101090,BOE-A-2025-22543,50371708,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=123:codigo/plazas=50371708/1
101091,BOE-A-2025-22543,50371712,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=124:codigo/plazas=50371712/1
101092,BOE-A-2025-22543,50371713,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=125:codigo/plazas=50371713/1
101093,BOE-A-2025-22543,50371714,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=126:codigo/plazas=50371714/1
101094,BOE-A-2025-22543,50371721,SERVICIO COMÚN GENERAL.,1,1,,,BOE-A-2025-22543:tabla=1:fila=127:codigo/plazas=50371721/1
101095,BOE-A-2025-22543,50371722,SERVICIO COMÚN GENERAL.,1,1,,,BOE-A-2025-22543:tabla=1:fila=128:codigo/plazas=50371722/1
101096,BOE-A-2025-22543,50371733,SERVICIO COMÚN DE EJECUCIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=129:codigo/plazas=50371733/1
101097,BOE-A-2025-22543,50371734,SERVICIO COMÚN DE EJECUCIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=130:codigo/plazas=50371734/1
101098,BOE-A-2025-22543,50371735,SERVICIO COMÚN DE EJECUCIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=131:codigo/plazas=50371735/1
101099,BOE-A-2025-22543,50371736,SERVICIO COMÚN DE EJECUCIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=132:codigo/plazas=50371736/1
101100,BOE-A-2025-22543,50371737,SERVICIO COMÚN DE EJECUCIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=133:codigo/plazas=50371737/1
101101,BOE-A-2025-22543,50371738,SERVICIO COMÚN DE EJECUCIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=134:codigo/plazas=50371738/1
101102,BOE-A-2025-22543,50371739,SERVICIO COMÚN DE EJECUCIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=135:codigo/plazas=50371739/1
101103,BOE-A-2025-22543,50371742,OFICINA GENERAL DEL REGISTRO CIVIL DE AYAMONTE.,1,1,,,BOE-A-2025-22543:tabla=1:fila=136:codigo/plazas=50371742/1
101104,BOE-A-2025-22543,50371743,OFICINA GENERAL DEL REGISTRO CIVIL DE AYAMONTE.,1,1,,,BOE-A-2025-22543:tabla=1:fila=137:codigo/plazas=50371743/1
101105,BOE-A-2025-22543,50370738,OFICINA DE JUSTICIA DE LEPE.,1,1,,,BOE-A-2025-22543:tabla=1:fila=138:codigo/plazas=50370738/1
101106,BOE-A-2025-22543,50371787,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=139:codigo/plazas=50371787/1
101107,BOE-A-2025-22543,50371788,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=140:codigo/plazas=50371788/1
101108,BOE-A-2025-22543,50371789,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=141:codigo/plazas=50371789/1
101109,BOE-A-2025-22543,50371790,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=142:codigo/plazas=50371790/1
101110,BOE-A-2025-22543,50371791,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=143:codigo/plazas=50371791/1
101111,BOE-A-2025-22543,50371792,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=144:codigo/plazas=50371792/1
101112,BOE-A-2025-22543,50371794,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=145:codigo/plazas=50371794/1
101113,BOE-A-2025-22543,50371795,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=146:codigo/plazas=50371795/1
101114,BOE-A-2025-22543,50371796,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=147:codigo/plazas=50371796/1
101115,BOE-A-2025-22543,50371802,OFICINA GENERAL DEL REGISTRO CIVIL.,1,1,,,BOE-A-2025-22543:tabla=1:fila=148:codigo/plazas=50371802/1
101116,BOE-A-2025-22543,50371756,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=149:codigo/plazas=50371756/1
101117,BOE-A-2025-22543,50371757,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=150:codigo/plazas=50371757/1
101118,BOE-A-2025-22543,50371758,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=151:codigo/plazas=50371758/1
101119,BOE-A-2025-22543,50371759,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=152:codigo/plazas=50371759/1
101120,BOE-A-2025-22543,50371760,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=153:codigo/plazas=50371760/1
101121,BOE-A-2025-22543,50371761,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=154:codigo/plazas=50371761/1
101122,BOE-A-2025-22543,50371762,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=155:codigo/plazas=50371762/1
101123,BOE-A-2025-22543,50371763,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=156:codigo/plazas=50371763/1
101124,BOE-A-2025-22543,50371768,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=157:codigo/plazas=50371768/1
101125,BOE-A-2025-22543,50371772,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=158:codigo/plazas=50371772/1
101126,BOE-A-2025-22543,50371781,OFICINA GENERAL DEL REGISTRO CIVIL DE LA PALMA DEL CONDADO.,1,1,,,BOE-A-2025-22543:tabla=1:fila=159:codigo/plazas=50371781/1
101127,BOE-A-2025-22543,50371811,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=160:codigo/plazas=50371811/1
101128,BOE-A-2025-22543,50371818,OFICINA GENERAL DEL REGISTRO CIVIL DE VALVERDE DEL CAMINO.,1,1,,,BOE-A-2025-22543:tabla=1:fila=161:codigo/plazas=50371818/1
101129,BOE-A-2025-22543,50371850,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=162:codigo/plazas=50371850/1
101130,BOE-A-2025-22543,50371885,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=163:codigo/plazas=50371885/1
101131,BOE-A-2025-22543,50371874,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=164:codigo/plazas=50371874/1
101132,BOE-A-2025-22543,50371911,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=165:codigo/plazas=50371911/1
101133,BOE-A-2025-22543,50371912,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=166:codigo/plazas=50371912/1
101134,BOE-A-2025-22543,50371971,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=167:codigo/plazas=50371971/1
101135,BOE-A-2025-22543,50371990,OFICINA GENERAL DEL REGISTRO CIVIL DE UBEDA.,1,1,,,BOE-A-2025-22543:tabla=1:fila=168:codigo/plazas=50371990/1
101136,BOE-A-2025-22543,50372027,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=169:codigo/plazas=50372027/1
101137,BOE-A-2025-22543,50372038,OFICINA GENERAL DEL REGISTRO CIVIL DE ANTEQUERA.,1,1,,,BOE-A-2025-22543:tabla=1:fila=170:codigo/plazas=50372038/1
101138,BOE-A-2025-22543,50372041,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=171:codigo/plazas=50372041/1
101139,BOE-A-2025-22543,50372055,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=172:codigo/plazas=50372055/1
101140,BOE-A-2025-22543,50372056,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=173:codigo/plazas=50372056/1
101141,BOE-A-2025-22543,50372057,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=174:codigo/plazas=50372057/1
101142,BOE-A-2025-22543,50372058,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=175:codigo/plazas=50372058/1
101143,BOE-A-2025-22543,50372059,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=176:codigo/plazas=50372059/1
101144,BOE-A-2025-22543,50372072,OFICINA GENERAL DEL REGISTRO CIVIL DE COÍN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=177:codigo/plazas=50372072/1
101145,BOE-A-2025-22543,50372083,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=178:codigo/plazas=50372083/1
101146,BOE-A-2025-22543,50372084,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=179:codigo/plazas=50372084/1
101147,BOE-A-2025-22543,50372085,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=180:codigo/plazas=50372085/1
101148,BOE-A-2025-22543,50372086,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=181:codigo/plazas=50372086/1
101149,BOE-A-2025-22543,50372119,SERVICIO COMÚN DE EJECUCIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=182:codigo/plazas=50372119/1
101150,BOE-A-2025-22543,50372120,SERVICIO COMÚN DE EJECUCIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=183:codigo/plazas=50372120/1
101151,BOE-A-2025-22543,50372131,OFICINA GENERAL DEL REGISTRO CIVIL DE ESTEPONA.,1,1,,,BOE-A-2025-22543:tabla=1:fila=184:codigo/plazas=50372131/1
101152,BOE-A-2025-22543,50372132,OFICINA GENERAL DEL REGISTRO CIVIL DE ESTEPONA.,1,1,,,BOE-A-2025-22543:tabla=1:fila=185:codigo/plazas=50372132/1
101153,BOE-A-2025-22543,50372133,OFICINA GENERAL DEL REGISTRO CIVIL DE ESTEPONA.,1,1,,,BOE-A-2025-22543:tabla=1:fila=186:codigo/plazas=50372133/1
101154,BOE-A-2025-22543,50372142,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=187:codigo/plazas=50372142/1
101155,BOE-A-2025-22543,50372143,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=188:codigo/plazas=50372143/1
101156,BOE-A-2025-22543,50372144,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=189:codigo/plazas=50372144/1
101157,BOE-A-2025-22543,50372145,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=190:codigo/plazas=50372145/1
101158,BOE-A-2025-22543,50372223,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=191:codigo/plazas=50372223/1
101159,BOE-A-2025-22543,50372226,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=192:codigo/plazas=50372226/1
101160,BOE-A-2025-22543,50372227,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=193:codigo/plazas=50372227/1
101161,BOE-A-2025-22543,50372178,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=194:codigo/plazas=50372178/1
101162,BOE-A-2025-22543,50372179,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=195:codigo/plazas=50372179/1
101163,BOE-A-2025-22543,50372180,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=196:codigo/plazas=50372180/1
101164,BOE-A-2025-22543,50372181,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=197:codigo/plazas=50372181/1
101165,BOE-A-2025-22543,50372182,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=198:codigo/plazas=50372182/1
101166,BOE-A-2025-22543,50372196,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=199:codigo/plazas=50372196/1
101167,BOE-A-2025-22543,50372197,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=200:codigo/plazas=50372197/1
101168,BOE-A-2025-22543,50372204,SERVICIO COMÚN GENERAL.,1,1,,,BOE-A-2025-22543:tabla=1:fila=201:codigo/plazas=50372204/1
101169,BOE-A-2025-22543,50372215,OFICINA GENERAL DEL REGISTRO CIVIL DE VÉLEZ-MÁLAGA.,1,1,,,BOE-A-2025-22543:tabla=1:fila=202:codigo/plazas=50372215/1
101170,BOE-A-2025-22543,50372216,OFICINA GENERAL DEL REGISTRO CIVIL DE VÉLEZ-MÁLAGA.,1,1,,,BOE-A-2025-22543:tabla=1:fila=203:codigo/plazas=50372216/1
101171,BOE-A-2025-22543,50372260,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=204:codigo/plazas=50372260/1
101172,BOE-A-2025-22543,50372274,OFICINA GENERAL DEL REGISTRO CIVIL DE ALCALÁ DE GUADAÍRA.,1,1,,,BOE-A-2025-22543:tabla=1:fila=205:codigo/plazas=50372274/1
101173,BOE-A-2025-22543,50372284,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=206:codigo/plazas=50372284/1
101174,BOE-A-2025-22543,50372285,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=207:codigo/plazas=50372285/1
101175,BOE-A-2025-22543,50372286,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=208:codigo/plazas=50372286/1
101176,BOE-A-2025-22543,50372287,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=209:codigo/plazas=50372287/1
101177,BOE-A-2025-22543,50372288,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=210:codigo/plazas=50372288/1
101178,BOE-A-2025-22543,50372306,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=211:codigo/plazas=50372306/1
101179,BOE-A-2025-22543,50372310,OFICINA GENERAL DEL REGISTRO CIVIL DE CAZALLA DE LA SIERRA.,1,1,,,BOE-A-2025-22543:tabla=1:fila=212:codigo/plazas=50372310/1
101180,BOE-A-2025-22543,50372319,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=213:codigo/plazas=50372319/1
101181,BOE-A-2025-22543,50372320,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=214:codigo/plazas=50372320/1
101182,BOE-A-2025-22543,50372352,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=215:codigo/plazas=50372352/1
101183,BOE-A-2025-22543,50372440,OFICINA GENERAL DEL REGISTRO CIVIL DE ESTEPA.,1,1,,,BOE-A-2025-22543:tabla=1:fila=216:codigo/plazas=50372440/1
101184,BOE-A-2025-22543,50372468,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=217:codigo/plazas=50372468/1
101185,BOE-A-2025-22543,50372469,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=218:codigo/plazas=50372469/1
101186,BOE-A-2025-22543,50372470,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=219:codigo/plazas=50372470/1
