id,boe,puesto_antes,puesto_despues,plazas_antes,plazas_despues,tipo,duplicacion,clave_correspondencia
100873,BOE-A-2025-22543,50371620,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=98:codigo/plazas=50371620/1
100874,BOE-A-2025-22543,50371619,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=99:codigo/plazas=50371619/1
100875,BOE-A-2025-22543,50371628,OFICINA GENERAL DEL REGISTRO CIVIL DE ORGIVA.,1,1,,,BOE-A-2025-22543:tabla=0:fila=100:codigo/plazas=50371628/1
100876,BOE-A-2025-22543,50370743,OFICINA DE JUSTICIA DE ALMONTE.,1,1,,,BOE-A-2025-22543:tabla=0:fila=101:codigo/plazas=50370743/1
100877,BOE-A-2025-22543,50371674,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=102:codigo/plazas=50371674/1
100878,BOE-A-2025-22543,50371677,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=103:codigo/plazas=50371677/1
100879,BOE-A-2025-22543,50371685,OFICINA GENERAL DEL REGISTRO CIVIL DE ARACENA.,1,1,,,BOE-A-2025-22543:tabla=0:fila=104:codigo/plazas=50371685/1
100880,BOE-A-2025-22543,50371689,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=105:codigo/plazas=50371689/1
100881,BOE-A-2025-22543,50371690,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=106:codigo/plazas=50371690/1
100882,BOE-A-2025-22543,50371691,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=107:codigo/plazas=50371691/1
100883,BOE-A-2025-22543,50371692,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=108:codigo/plazas=50371692/1
100884,BOE-A-2025-22543,50371693,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=109:codigo/plazas=50371693/1
100885,BOE-A-2025-22543,50371694,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=110:codigo/plazas=50371694/1
100886,BOE-A-2025-22543,50371695,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=111:codigo/plazas=50371695/1
100887,BOE-A-2025-22543,50371719,SERVICIO COMÚN GENERAL.,1,1,,,BOE-A-2025-22543:tabla=0:fila=112:codigo/plazas=50371719/1
100888,BOE-A-2025-22543,50371732,SERVICIO COMÚN DE EJECUCIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=113:codigo/plazas=50371732/1
100889,BOE-A-2025-22543,50371741,OFICINA GENERAL DEL REGISTRO CIVIL DE AYAMONTE.,1,1,,,BOE-A-2025-22543:tabla=0:fila=114:codigo/plazas=50371741/1
100890,BOE-A-2025-22543,50370746,OFICINA DE JUSTICIA DE BOLLULLOS PAR DEL CONDADO.,1,1,,,BOE-A-2025-22543:tabla=0:fila=115:codigo/plazas=50370746/1
100891,BOE-A-2025-22543,50370729,OFICINA DE JUSTICIA DE CARTAYA.,1,1,,,BOE-A-2025-22543:tabla=0:fila=116:codigo/plazas=50370729/1
100892,BOE-A-2025-22543,50370730,OFICINA DE JUSTICIA DE CARTAYA.,1,1,,,BOE-A-2025-22543:tabla=0:fila=117:codigo/plazas=50370730/1
100893,BOE-A-2025-22543,50370733,OFICINA DE JUSTICIA DE ISLA CRISTINA.,1,1,,,BOE-A-2025-22543:tabla=0:fila=118:codigo/plazas=50370733/1
100894,BOE-A-2025-22543,50370736,OFICINA DE JUSTICIA DE LEPE.,1,1,,,BOE-A-2025-22543:tabla=0:fila=119:codigo/plazas=50370736/1
100895,BOE-A-2025-22543,50370853,OFICINA DE JUSTICIA DE MINAS DE RIO TINTO.,1,1,,,BOE-A-2025-22543:tabla=0:fila=120:codigo/plazas=50370853/1
100896,BOE-A-2025-22543,50371783,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=121:codigo/plazas=50371783/1
100897,BOE-A-2025-22543,50371786,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=122:codigo/plazas=50371786/1
100898,BOE-A-2025-22543,50371784,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=123:codigo/plazas=50371784/1
100899,BOE-A-2025-22543,50371785,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=124:codigo/plazas=50371785/1
100900,BOE-A-2025-22543,50371801,OFICINA GENERAL DEL REGISTRO CIVIL.,1,1,,,BOE-A-2025-22543:tabla=0:fila=125:codigo/plazas=50371801/1
100901,BOE-A-2025-22543,50370851,OFICINA DE JUSTICIA DE MINAS DE NERVA.,1,1,,,BOE-A-2025-22543:tabla=0:fila=126:codigo/plazas=50370851/1
100902,BOE-A-2025-22543,50371746,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=127:codigo/plazas=50371746/1
100903,BOE-A-2025-22543,50371747,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=128:codigo/plazas=50371747/1
100904,BOE-A-2025-22543,50371748,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=129:codigo/plazas=50371748/1
100905,BOE-A-2025-22543,50371752,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=130:codigo/plazas=50371752/1
100906,BOE-A-2025-22543,50371780,OFICINA GENERAL DEL REGISTRO CIVIL DE LA PALMA DEL CONDADO.,1,1,,,BOE-A-2025-22543:tabla=0:fila=131:codigo/plazas=50371780/1
100907,BOE-A-2025-22543,50371804,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=132:codigo/plazas=50371804/1
100908,BOE-A-2025-22543,50371807,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=133:codigo/plazas=50371807/1
100909,BOE-A-2025-22543,50371805,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=134:codigo/plazas=50371805/1
100910,BOE-A-2025-22543,50371817,OFICINA GENERAL DEL REGISTRO CIVIL DE VALVERDE DEL CAMINO.,1,1,,,BOE-A-2025-22543:tabla=0:fila=135:codigo/plazas=50371817/1
100911,BOE-A-2025-22543,50371823,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=136:codigo/plazas=50371823/1
100912,BOE-A-2025-22543,50371822,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=137:codigo/plazas=50371822/1
100913,BOE-A-2025-22543,50371830,OFICINA GENERAL DEL REGISTRO CIVIL DE ALCALA LA REAL.,1,1,,,BOE-A-2025-22543:tabla=0:fila=138:codigo/plazas=50371830/1
100914,BOE-A-2025-22543,50370755,OFICINA DE JUSTICIA DE ALCAUDETE.,1,1,,,BOE-A-2025-22543:tabla=0:fila=139:codigo/plazas=50370755/1
100915,BOE-A-2025-22543,50371882,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=140:codigo/plazas=50371882/1
100916,BOE-A-2025-22543,50371871,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=141:codigo/plazas=50371871/1
100917,BOE-A-2025-22543,50370766,OFICINA DE JUSTICIA DE JODAR.,1,1,,,BOE-A-2025-22543:tabla=0:fila=142:codigo/plazas=50370766/1
100918,BOE-A-2025-22543,50371934,SERVICIO COMÚN GENERAL.,1,1,,,BOE-A-2025-22543:tabla=0:fila=143:codigo/plazas=50371934/1
100919,BOE-A-2025-22543,50371935,SERVICIO COMÚN GENERAL.,1,1,,,BOE-A-2025-22543:tabla=0:fila=144:codigo/plazas=50371935/1
100920,BOE-A-2025-22543,50371947,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=145:codigo/plazas=50371947/1
100921,BOE-A-2025-22543,50371951,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=146:codigo/plazas=50371951/1
100922,BOE-A-2025-22543,50370760,OFICINA DE JUSTICIA DE PORCUNA.,1,1,,,BOE-A-2025-22543:tabla=0:fila=147:codigo/plazas=50370760/1
100923,BOE-A-2025-22543,50370774,OFICINA DE JUSTICIA DE CASTILLO DE POZO ALCON.,1,1,,,BOE-A-2025-22543:tabla=0:fila=148:codigo/plazas=50370774/1
100924,BOE-A-2025-22543,50371996,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=149:codigo/plazas=50371996/1
100925,BOE-A-2025-22543,50371993,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=150:codigo/plazas=50371993/1
100926,BOE-A-2025-22543,50371995,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=151:codigo/plazas=50371995/1
100927,BOE-A-2025-22543,50371964,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=152:codigo/plazas=50371964/1
100928,BOE-A-2025-22543,50371969,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=153:codigo/plazas=50371969/1
100929,BOE-A-2025-22543,50371989,OFICINA GENERAL DEL REGISTRO CIVIL DE UBEDA.,1,1,,,BOE-A-2025-22543:tabla=0:fila=154:codigo/plazas=50371989/1
100930,BOE-A-2025-22543,50370779,OFICINA DE JUSTICIA DE ALHAURIN EL GRANDE.,1,1,,,BOE-A-2025-22543:tabla=0:fila=155:codigo/plazas=50370779/1
100931,BOE-A-2025-22543,50372008,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=156:codigo/plazas=50372008/1
100932,BOE-A-2025-22543,50372045,OFICINA GENERAL DEL REGISTRO CIVIL DE ARCHIDONA.,1,1,,,BOE-A-2025-22543:tabla=0:fila=157:codigo/plazas=50372045/1
100933,BOE-A-2025-22543,50372048,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=158:codigo/plazas=50372048/1
100934,BOE-A-2025-22543,50372049,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=159:codigo/plazas=50372049/1
100935,BOE-A-2025-22543,50372075,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=160:codigo/plazas=50372075/1
100936,BOE-A-2025-22543,50372076,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=161:codigo/plazas=50372076/1
100937,BOE-A-2025-22543,50372621,OFICINA DE JUSTICIA DE MANILVA.,1,1,,,BOE-A-2025-22543:tabla=0:fila=162:codigo/plazas=50372621/1
100938,BOE-A-2025-22543,50372135,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=163:codigo/plazas=50372135/1
100939,BOE-A-2025-22543,50372136,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=164:codigo/plazas=50372136/1
100940,BOE-A-2025-22543,50372222,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=165:codigo/plazas=50372222/1
100941,BOE-A-2025-22543,50372167,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=166:codigo/plazas=50372167/1
100942,BOE-A-2025-22543,50372175,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=167:codigo/plazas=50372175/1
100943,BOE-A-2025-22543,50372243,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=168:codigo/plazas=50372243/1
100944,BOE-A-2025-22543,50370827,OFICINA DE JUSTICIA DE ARAHAL.,1,1,,,BOE-A-2025-22543:tabla=0:fila=169:codigo/plazas=50370827/1
100945,BOE-A-2025-22543,50372276,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=170:codigo/plazas=50372276/1
100946,BOE-A-2025-22543,50372279,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=171:codigo/plazas=50372279/1
100947,BOE-A-2025-22543,50372304,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=172:codigo/plazas=50372304/1
100948,BOE-A-2025-22543,50372309,OFICINA GENERAL DEL REGISTRO CIVIL DE CAZALLA DE LA SIERRA.,1,1,,,BOE-A-2025-22543:tabla=0:fila=173:codigo/plazas=50372309/1
100949,BOE-A-2025-22543,50370849,OFICINA DE JUSTICIA DE CONSTANTINA.,1,1,,,BOE-A-2025-22543:tabla=0:fila=174:codigo/plazas=50370849/1
100950,BOE-A-2025-22543,50372312,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=175:codigo/plazas=50372312/1
100951,BOE-A-2025-22543,50372349,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=176:codigo/plazas=50372349/1
100952,BOE-A-2025-22543,50372350,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=177:codigo/plazas=50372350/1
100953,BOE-A-2025-22543,50372430,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=178:codigo/plazas=50372430/1
100954,BOE-A-2025-22543,50372439,OFICINA GENERAL DEL REGISTRO CIVIL DE ESTEPA.,1,1,,,BOE-A-2025-22543:tabla=0:fila=179:codigo/plazas=50372439/1
100955,BOE-A-2025-22543,50372442,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=180:codigo/plazas=50372442/1
100956,BOE-A-2025-22543,50372458,OFICINA GENERAL DEL REGISTRO CIVIL DE LEBRIJA.,1,1,,,BOE-A-2025-22543:tabla=0:fila=181:codigo/plazas=50372458/1
100957,BOE-A-2025-22543,50372467,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=182:codigo/plazas=50372467/1
100958,BOE-A-2025-22543,50372464,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=183:codigo/plazas=50372464/1
100959,BOE-A-2025-22543,50372487,OFICINA GENERAL DEL REGISTRO CIVIL DE LORA DEL RÍO.,1,1,,,BOE-A-2025-22543:tabla=0:fila=184:codigo/plazas=50372487/1
100960,BOE-A-2025-22543,50372507,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=185:codigo/plazas=50372507/1
100961,BOE-A-2025-22543,50372522,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=186:codigo/plazas=50372522/1
100962,BOE-A-2025-22543,50370797,OFICINA DE JUSTICIA DE PILAS.,1,1,,,BOE-A-2025-22543:tabla=0:fila=187:codigo/plazas=50370797/1
100963,BOE-A-2025-22543,50370846,OFICINA DE JUSTICIA DE PUEBLA DE LA CAZALLA.,1,1,,,BOE-A-2025-22543:tabla=0:fila=188:codigo/plazas=50370846/1
100964,BOE-A-2025-22543,50370837,OFICINA DE JUSTICIA DE TOCINA.,1,1,,,BOE-A-2025-22543:tabla=0:fila=189:codigo/plazas=50370837/1
100965,BOE-A-2025-22543,50372581,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=190:codigo/plazas=50372581/1
100966,BOE-A-2025-22543,50372582,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=191:codigo/plazas=50372582/1
100967,BOE-A-2025-22543,50372589,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=0:fila=192:codigo/plazas=50372589/1
100968,BOE-A-2025-22543,50370859,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=1:codigo/plazas=50370859/1
100969,BOE-A-2025-22543,50370860,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=2:codigo/plazas=50370860/1
100970,BOE-A-2025-22543,50370861,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=3:codigo/plazas=50370861/1
100971,BOE-A-2025-22543,50370865,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=4:codigo/plazas=50370865/1
100972,BOE-A-2025-22543,50370885,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=5:codigo/plazas=50370885/1
100973,BOE-A-2025-22543,50370886,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=6:codigo/plazas=50370886/1
100974,BOE-A-2025-22543,50370924,SERVICIO COMÚN DE EJECUCIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=7:codigo/plazas=50370924/1
100975,BOE-A-2025-22543,50370925,SERVICIO COMÚN DE EJECUCIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=8:codigo/plazas=50370925/1
100976,BOE-A-2025-22543,50370926,SERVICIO COMÚN DE EJECUCIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=9:codigo/plazas=50370926/1
100977,BOE-A-2025-22543,50370930,OFICINA GENERAL DEL REGISTRO CIVIL DE EL EJIDO.,1,1,,,BOE-A-2025-22543:tabla=1:fila=10:codigo/plazas=50370930/1
100978,BOE-A-2025-22543,50370940,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=11:codigo/plazas=50370940/1
100979,BOE-A-2025-22543,50370941,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=12:codigo/plazas=50370941/1
100980,BOE-A-2025-22543,50370956,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=13:codigo/plazas=50370956/1
100981,BOE-A-2025-22543,50370973,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=14:codigo/plazas=50370973/1
100982,BOE-A-2025-22543,50370974,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=15:codigo/plazas=50370974/1
100983,BOE-A-2025-22543,50370975,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=16:codigo/plazas=50370975/1
100984,BOE-A-2025-22543,50370976,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=17:codigo/plazas=50370976/1
100985,BOE-A-2025-22543,50370994,SERVICIO COMÚN GENERAL.,1,1,,,BOE-A-2025-22543:tabla=1:fila=18:codigo/plazas=50370994/1
100986,BOE-A-2025-22543,50371042,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=19:codigo/plazas=50371042/1
100987,BOE-A-2025-22543,50371043,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=20:codigo/plazas=50371043/1
100988,BOE-A-2025-22543,50371044,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=21:codigo/plazas=50371044/1
100989,BOE-A-2025-22543,50371045,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=22:codigo/plazas=50371045/1
100990,BOE-A-2025-22543,50371046,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=23:codigo/plazas=50371046/1
100991,BOE-A-2025-22543,50371047,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=24:codigo/plazas=50371047/1
100992,BOE-A-2025-22543,50371024,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=25:codigo/plazas=50371024/1
100993,BOE-A-2025-22543,50371079,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=26:codigo/plazas=50371079/1
100994,BOE-A-2025-22543,50371080,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=27:codigo/plazas=50371080/1
100995,BOE-A-2025-22543,50371081,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=28:codigo/plazas=50371081/1
100996,BOE-A-2025-22543,50371089,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=29:codigo/plazas=50371089/1
100997,BOE-A-2025-22543,50371106,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=30:codigo/plazas=50371106/1
100998,BOE-A-2025-22543,50371107,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=31:codigo/plazas=50371107/1
100999,BOE-A-2025-22543,50371108,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=32:codigo/plazas=50371108/1
101000,BOE-A-2025-22543,50371112,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=33:codigo/plazas=50371112/1
101001,BOE-A-2025-22543,50371113,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=34:codigo/plazas=50371113/1
101002,BOE-A-2025-22543,50371120,OFICINA GENERAL DEL REGISTRO CIVIL DE BARBATE.,1,1,,,BOE-A-2025-22543:tabla=1:fila=35:codigo/plazas=50371120/1
101003,BOE-A-2025-22543,50371146,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=36:codigo/plazas=50371146/1
101004,BOE-A-2025-22543,50371155,SERVICIO COMÚN GENERAL.,1,1,,,BOE-A-2025-22543:tabla=1:fila=37:codigo/plazas=50371155/1
101005,BOE-A-2025-22543,50371169,SERVICIO COMÚN DE EJECUCIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=38:codigo/plazas=50371169/1
101006,BOE-A-2025-22543,50371170,SERVICIO COMÚN DE EJECUCIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=39:codigo/plazas=50371170/1
101007,BOE-A-2025-22543,50371178,OFICINA GENERAL DEL REGISTRO CIVIL DE CHICLANA DE LA FRONTERA.,1,1,,,BOE-A-2025-22543:tabla=1:fila=40:codigo/plazas=50371178/1
101008,BOE-A-2025-22543,50371192,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=41:codigo/plazas=50371192/1
101009,BOE-A-2025-22543,50371193,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=42:codigo/plazas=50371193/1
101010,BOE-A-2025-22543,50371194,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=43:codigo/plazas=50371194/1
101011,BOE-A-2025-22543,50371195,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=44:codigo/plazas=50371195/1
101012,BOE-A-2025-22543,50371196,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=45:codigo/plazas=50371196/1
101013,BOE-A-2025-22543,50371197,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=46:codigo/plazas=50371197/1
101014,BOE-A-2025-22543,50371198,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=47:codigo/plazas=50371198/1
101015,BOE-A-2025-22543,50371215,SERVICIO COMÚN GENERAL.,1,1,,,BOE-A-2025-22543:tabla=1:fila=48:codigo/plazas=50371215/1
101016,BOE-A-2025-22543,50371216,SERVICIO COMÚN GENERAL.,1,1,,,BOE-A-2025-22543:tabla=1:fila=49:codigo/plazas=50371216/1
101017,BOE-A-2025-22543,50371226,OFICINA GENERAL DEL REGISTRO CIVIL DE LA LINEA DE LA CONCEPCION.,1,1,,,BOE-A-2025-22543:tabla=1:fila=50:codigo/plazas=50371226/1
101018,BOE-A-2025-22543,50371227,OFICINA GENERAL DEL REGISTRO CIVIL DE LA LINEA DE LA CONCEPCION.,1,1,,,BOE-A-2025-22543:tabla=1:fila=51:codigo/plazas=50371227/1
101019,BOE-A-2025-22543,50371250,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=52:codigo/plazas=50371250/1
101020,BOE-A-2025-22543,50371251,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=53:codigo/plazas=50371251/1
101021,BOE-A-2025-22543,50371252,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=54:codigo/plazas=50371252/1
101022,BOE-A-2025-22543,50371277,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=55:codigo/plazas=50371277/1
101023,BOE-A-2025-22543,50371278,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=56:codigo/plazas=50371278/1
101024,BOE-A-2025-22543,50371279,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=57:codigo/plazas=50371279/1
101025,BOE-A-2025-22543,50371302,OFICINA GENERAL DEL REGISTRO CIVIL DE SAN FERNANDO.,1,1,,,BOE-A-2025-22543:tabla=1:fila=58:codigo/plazas=50371302/1
101026,BOE-A-2025-22543,50371312,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=59:codigo/plazas=50371312/1
101027,BOE-A-2025-22543,50371313,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=60:codigo/plazas=50371313/1
101028,BOE-A-2025-22543,50371314,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=61:codigo/plazas=50371314/1
101029,BOE-A-2025-22543,50371315,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,,,BOE-A-2025-22543:tabla=1:fila=62:codigo/plazas=50371315/1
