id,boe,puesto_antes,puesto_despues,puesto_normalizado_antes,puesto_normalizado_despues,plazas_antes,plazas_despues,campos_adicionales_modificados,clave_correspondencia,evidencia,candidatos_clave,confianza
101134,BOE-A-2025-22543,50371971,SERVICIO COMÚN DE TRAMITACIÓN.,50371971,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=167:codigo/plazas=50371971/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
101135,BOE-A-2025-22543,50371990,OFICINA GENERAL DEL REGISTRO CIVIL DE UBEDA.,50371990,OFICINA GENERAL DEL REGISTRO CIVIL DE UBEDA.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=168:codigo/plazas=50371990/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
101136,BOE-A-2025-22543,50372027,SERVICIO COMÚN DE TRAMITACIÓN.,50372027,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=169:codigo/plazas=50372027/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
101137,BOE-A-2025-22543,50372038,OFICINA GENERAL DEL REGISTRO CIVIL DE ANTEQUERA.,50372038,OFICINA GENERAL DEL REGISTRO CIVIL DE ANTEQUERA.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=170:codigo/plazas=50372038/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
101138,BOE-A-2025-22543,50372041,SERVICIO COMÚN DE TRAMITACIÓN.,50372041,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=171:codigo/plazas=50372041/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
101139,BOE-A-2025-22543,50372055,SERVICIO COMÚN DE TRAMITACIÓN.,50372055,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=172:codigo/plazas=50372055/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
101140,BOE-A-2025-22543,50372056,SERVICIO COMÚN DE TRAMITACIÓN.,50372056,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=173:codigo/plazas=50372056/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
101141,BOE-A-2025-22543,50372057,SERVICIO COMÚN DE TRAMITACIÓN.,50372057,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=174:codigo/plazas=50372057/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
101142,BOE-A-2025-22543,50372058,SERVICIO COMÚN DE TRAMITACIÓN.,50372058,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=175:codigo/plazas=50372058/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
101143,BOE-A-2025-22543,50372059,SERVICIO COMÚN DE TRAMITACIÓN.,50372059,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=176:codigo/plazas=50372059/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
101144,BOE-A-2025-22543,50372072,OFICINA GENERAL DEL REGISTRO CIVIL DE COÍN.,50372072,OFICINA GENERAL DEL REGISTRO CIVIL DE COÍN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=177:codigo/plazas=50372072/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
101145,BOE-A-2025-22543,50372083,SERVICIO COMÚN DE TRAMITACIÓN.,50372083,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=178:codigo/plazas=50372083/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
101146,BOE-A-2025-22543,50372084,SERVICIO COMÚN DE TRAMITACIÓN.,50372084,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=179:codigo/plazas=50372084/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
101147,BOE-A-2025-22543,50372085,SERVICIO COMÚN DE TRAMITACIÓN.,50372085,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=180:codigo/plazas=50372085/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
101148,BOE-A-2025-22543,50372086,SERVICIO COMÚN DE TRAMITACIÓN.,50372086,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=181:codigo/plazas=50372086/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
101149,BOE-A-2025-22543,50372119,SERVICIO COMÚN DE EJECUCIÓN.,50372119,SERVICIO COMÚN DE EJECUCIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=182:codigo/plazas=50372119/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
101150,BOE-A-2025-22543,50372120,SERVICIO COMÚN DE EJECUCIÓN.,50372120,SERVICIO COMÚN DE EJECUCIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=183:codigo/plazas=50372120/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
101151,BOE-A-2025-22543,50372131,OFICINA GENERAL DEL REGISTRO CIVIL DE ESTEPONA.,50372131,OFICINA GENERAL DEL REGISTRO CIVIL DE ESTEPONA.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=184:codigo/plazas=50372131/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
101152,BOE-A-2025-22543,50372132,OFICINA GENERAL DEL REGISTRO CIVIL DE ESTEPONA.,50372132,OFICINA GENERAL DEL REGISTRO CIVIL DE ESTEPONA.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=185:codigo/plazas=50372132/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
101153,BOE-A-2025-22543,50372133,OFICINA GENERAL DEL REGISTRO CIVIL DE ESTEPONA.,50372133,OFICINA GENERAL DEL REGISTRO CIVIL DE ESTEPONA.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=186:codigo/plazas=50372133/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
101154,BOE-A-2025-22543,50372142,SERVICIO COMÚN DE TRAMITACIÓN.,50372142,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=187:codigo/plazas=50372142/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
101155,BOE-A-2025-22543,50372143,SERVICIO COMÚN DE TRAMITACIÓN.,50372143,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=188:codigo/plazas=50372143/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
