id,boe,puesto_reconstruido,puesto_normalizado,estado,motivo
101123,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101124,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101125,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101126,BOE-A-2025-22543,OFICINA GENERAL DEL REGISTRO CIVIL DE LA PALMA DEL CONDADO.,OFICINA GENERAL DEL REGISTRO CIVIL DE LA PALMA DEL CONDADO.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101127,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101128,BOE-A-2025-22543,OFICINA GENERAL DEL REGISTRO CIVIL DE VALVERDE DEL CAMINO.,OFICINA GENERAL DEL REGISTRO CIVIL DE VALVERDE DEL CAMINO.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101129,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101130,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101131,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101132,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101133,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101134,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101135,BOE-A-2025-22543,OFICINA GENERAL DEL REGISTRO CIVIL DE UBEDA.,OFICINA GENERAL DEL REGISTRO CIVIL DE UBEDA.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101136,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101137,BOE-A-2025-22543,OFICINA GENERAL DEL REGISTRO CIVIL DE ANTEQUERA.,OFICINA GENERAL DEL REGISTRO CIVIL DE ANTEQUERA.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101138,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101139,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101140,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101141,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101142,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101143,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101144,BOE-A-2025-22543,OFICINA GENERAL DEL REGISTRO CIVIL DE COÍN.,OFICINA GENERAL DEL REGISTRO CIVIL DE COÍN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101145,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101146,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101147,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101148,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101149,BOE-A-2025-22543,SERVICIO COMÚN DE EJECUCIÓN.,SERVICIO COMÚN DE EJECUCIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101150,BOE-A-2025-22543,SERVICIO COMÚN DE EJECUCIÓN.,SERVICIO COMÚN DE EJECUCIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101151,BOE-A-2025-22543,OFICINA GENERAL DEL REGISTRO CIVIL DE ESTEPONA.,OFICINA GENERAL DEL REGISTRO CIVIL DE ESTEPONA.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101152,BOE-A-2025-22543,OFICINA GENERAL DEL REGISTRO CIVIL DE ESTEPONA.,OFICINA GENERAL DEL REGISTRO CIVIL DE ESTEPONA.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101153,BOE-A-2025-22543,OFICINA GENERAL DEL REGISTRO CIVIL DE ESTEPONA.,OFICINA GENERAL DEL REGISTRO CIVIL DE ESTEPONA.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101154,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101155,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101156,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101157,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101158,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101159,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101160,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101161,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101162,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101163,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101164,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101165,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101166,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101167,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101168,BOE-A-2025-22543,SERVICIO COMÚN GENERAL.,SERVICIO COMÚN GENERAL.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101169,BOE-A-2025-22543,OFICINA GENERAL DEL REGISTRO CIVIL DE VÉLEZ-MÁLAGA.,OFICINA GENERAL DEL REGISTRO CIVIL DE VÉLEZ-MÁLAGA.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101170,BOE-A-2025-22543,OFICINA GENERAL DEL REGISTRO CIVIL DE VÉLEZ-MÁLAGA.,OFICINA GENERAL DEL REGISTRO CIVIL DE VÉLEZ-MÁLAGA.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101171,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101172,BOE-A-2025-22543,OFICINA GENERAL DEL REGISTRO CIVIL DE ALCALÁ DE GUADAÍRA.,OFICINA GENERAL DEL REGISTRO CIVIL DE ALCALÁ DE GUADAÍRA.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101173,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101174,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101175,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101176,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101177,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101178,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101179,BOE-A-2025-22543,OFICINA GENERAL DEL REGISTRO CIVIL DE CAZALLA DE LA SIERRA.,OFICINA GENERAL DEL REGISTRO CIVIL DE CAZALLA DE LA SIERRA.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101180,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101181,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101182,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101183,BOE-A-2025-22543,OFICINA GENERAL DEL REGISTRO CIVIL DE ESTEPA.,OFICINA GENERAL DEL REGISTRO CIVIL DE ESTEPA.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101184,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101185,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101186,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101187,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101188,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101189,BOE-A-2025-22543,OFICINA GENERAL DEL REGISTRO CIVIL DE LORA DEL RÍO.,OFICINA GENERAL DEL REGISTRO CIVIL DE LORA DEL RÍO.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101190,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101191,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101192,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101193,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101194,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101195,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101196,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101197,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101198,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101199,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101200,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101201,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101202,BOE-A-2025-22543,OFICINA DE JUSTICIA DE ALBOX.,OFICINA DE JUSTICIA DE ALBOX.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101203,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101204,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101205,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101206,BOE-A-2025-22543,OFICINA GENERAL DEL REGISTRO CIVIL DE BERJA.,OFICINA GENERAL DEL REGISTRO CIVIL DE BERJA.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101207,BOE-A-2025-22543,OFICINA DE JUSTICIA DE CARBONERAS.,OFICINA DE JUSTICIA DE CARBONERAS.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101208,BOE-A-2025-22543,SERVICIO COMÚN GENERAL.,SERVICIO COMÚN GENERAL.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101209,BOE-A-2025-22543,SERVICIO COMÚN GENERAL.,SERVICIO COMÚN GENERAL.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101210,BOE-A-2025-22543,OFICINA DE JUSTICIA DE GARRUCHA.,OFICINA DE JUSTICIA DE GARRUCHA.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101211,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101212,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101213,BOE-A-2025-22543,OFICINA DE JUSTICIA DE MOJONERA.,OFICINA DE JUSTICIA DE MOJONERA.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101214,BOE-A-2025-22543,OFICINA DE JUSTICIA DE MOJACAR.,OFICINA DE JUSTICIA DE MOJACAR.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101215,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101216,BOE-A-2025-22543,SERVICIO COMÚN GENERAL.,SERVICIO COMÚN GENERAL.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101217,BOE-A-2025-22543,SERVICIO COMÚN GENERAL.,SERVICIO COMÚN GENERAL.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101218,BOE-A-2025-22543,SERVICIO COMÚN GENERAL.,SERVICIO COMÚN GENERAL.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101219,BOE-A-2025-22543,OFICINA GENERAL DEL REGISTRO CIVIL DE ROQUETAS DE MAR.,OFICINA GENERAL DEL REGISTRO CIVIL DE ROQUETAS DE MAR.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101220,BOE-A-2025-22543,OFICINA GENERAL DEL REGISTRO CIVIL DE ROQUETAS DE MAR.,OFICINA GENERAL DEL REGISTRO CIVIL DE ROQUETAS DE MAR.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101221,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101222,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101223,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101224,BOE-A-2025-22543,OFICINA GENERAL DEL REGISTRO CIVIL DE VERA.,OFICINA GENERAL DEL REGISTRO CIVIL DE VERA.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101225,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101226,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101227,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101228,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101229,BOE-A-2025-22543,SERVICIO COMÚN DE TRAMITACIÓN.,SERVICIO COMÚN DE TRAMITACIÓN.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101230,BOE-A-2025-22543,OFICINA GENERAL DEL REGISTRO CIVIL DE BARBATE.,OFICINA GENERAL DEL REGISTRO CIVIL DE BARBATE.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101231,BOE-A-2025-22543,OFICINA DE JUSTICIA DE BENALUP-CASAS VIEJAS.,OFICINA DE JUSTICIA DE BENALUP-CASAS VIEJAS.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101232,BOE-A-2025-22543,OFICINA DE JUSTICIA DE BORNOS.,OFICINA DE JUSTICIA DE BORNOS.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101233,BOE-A-2025-22543,SERVICIO COMÚN GENERAL.,SERVICIO COMÚN GENERAL.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
101234,BOE-A-2025-22543,SERVICIO COMÚN GENERAL.,SERVICIO COMÚN GENERAL.,PRE_FASE9_PENDIENTE_NORMALIZACION,Inventario para auditoría semántica posterior; FASE 8 permanece cerrada
